,HHID,IWTime,SN,Age,Gender,M_Status,Class,S_Name,Occupation,livedOutside,Address,WhenMove,BirthPlace,MoveHereYear,Caste,Own Land,Annual Income,Land Owned,Secondary,Brahmin-Chetri,Gurung-Magar-Tamang,Dalit,Newar,Tharu-Darai-Kumal,Other
433,2611038,0:13,1,50,0,1,0,0,5,0,0,-1,0,-1,5,1,60000,0.0,0,0,0,0,0,1,0
434,2611039,0:15,1,36,0,1,8,0,2,0,N44,2063-10,0,-1,5,1,200000,0.0,1,0,0,0,0,1,0
435,2611040,0:03,1,30,1,0,0,0,5,0,0,-1,0,-1,5,1,100000,0.0,0,0,0,0,0,1,0
436,2611041,0:12,1,62,1,1,1,0,5,0,0,-1,N61,2047-03,1,1,200000,20.0,0,1,0,0,0,0,0
437,2611042,0:17,1,36,1,1,8,0,5,0,0,-1,0,-1,5,0,150000,0.0,1,0,0,0,0,1,0
438,2611044,0:09,1,57,1,1,0,0,5,0,0,-1,0,-1,5,1,25000,0.0,0,0,0,0,0,1,0
439,2611045,0:07,1,65,0,1,0,0,5,0,0,-1,0,-1,5,1,9000,0.0,0,0,0,0,0,1,0
440,2611046,0:04,1,56,1,1,0,0,5,0,0,-1,N56,2038,1,1,150000,0.0,0,1,0,0,0,0,0
441,2611049,0:08,1,60,1,1,0,0,5,0,0,-1,N56,2039-06,5,1,30000,0.0,0,0,0,0,0,1,0
442,2611051,0:05,1,36,1,1,10,0,5,0,0,-1,0,-1,5,0,100000,0.0,1,0,0,0,0,1,0
443,2611052,0:10,1,27,1,1,5,0,5,0,0,-1,N56,2067-08,1,1,250000,0.0,0,1,0,0,0,0,0
444,2611053,0:08,1,40,1,1,7,0,5,0,0,-1,N56,2066-02,5,1,1000000,0.0,1,0,0,0,0,1,0
445,2611054,0:06,1,50,0,1,7,0,5,1,0,-1,0,-1,5,1,600000,0.0,1,0,0,0,0,1,0
446,2611056,0:25,1,61,1,3,0,0,5,1,0,-1,N65,2022-02,1,1,400000,0.0,0,1,0,0,0,0,0
447,2611058,0:04,1,59,0,1,8,0,5,1,0,-1,N62,2020-03,3,1,25000,0.0,1,0,0,1,0,0,0
448,2611060,0:10,1,26,1,1,7,0,5,0,0,-1,N56,2074-02,3,1,200000,0.0,1,0,0,1,0,0,0
449,2611061,0:08,1,29,1,1,9,0,5,0,0,-1,0,-1,2,0,500000,0.0,1,0,1,0,0,0,0
450,2611062,0:09,1,36,0,2,8,0,3,0,0,-1,0,-1,5,1,60000,0.0,1,0,0,0,0,1,0
451,2611063,0:17,1,62,0,1,0,0,5,0,0,-1,0,-1,5,1,250000,0.0,0,0,0,0,0,1,0
452,2611064,0:07,1,57,0,1,9,0,5,0,0,-1,0,-1,5,1,200000,0.0,1,0,0,0,0,1,0
453,2611065,0:10,1,57,1,3,0,0,6,0,0,-1,0,-1,5,1,300000,0.0,0,0,0,0,0,1,0
454,2611067,0:07,1,37,1,1,5,0,5,0,0,-1,N56,2062-08,5,1,200000,0.0,0,0,0,0,0,1,0
455,2611068,0:08,1,36,1,1,6,0,5,0,0,-1,N91,2059-09,5,1,400000,0.0,1,0,0,0,0,1,0
456,2611069,0:05,1,49,1,1,0,0,5,0,0,-1,0,-1,5,1,500000,0.0,0,0,0,0,0,1,0
457,2611070,0:04,1,57,1,3,0,0,5,0,0,-1,N56,2038-10,5,1,100000,0.0,0,0,0,0,0,1,0
458,2611071,0:06,1,22,1,1,11,0,5,0,0,-1,N55,2075-10,5,1,150000,0.0,1,0,0,0,0,1,0
459,2611072,0:06,1,37,1,1,5,0,5,0,0,-1,N56,2063-02,5,1,200000,0.0,0,0,0,0,0,1,0
460,2611073,0:10,1,30,1,1,8,0,6,0,0,-1,N56,2066-08,5,1,300000,0.0,1,0,0,0,0,1,0
461,2611074,0:09,1,59,0,1,0,0,5,0,N56,-1,0,-1,5,1,150000,0.0,0,0,0,0,0,1,0
462,2611075,0:03,1,40,0,1,5,0,5,0,0,-1,0,-1,5,1,200000,0.0,0,0,0,0,0,1,0
463,2611076,0:04,1,73,0,1,10,0,5,0,0,-1,0,-1,5,1,300000,0.0,1,0,0,0,0,1,0
464,2611077,0:15,1,28,1,1,0,0,5,0,0,-1,N78,2072-04,1,1,400000,0.0,0,1,0,0,0,0,0
465,2611078,0:13,1,28,1,1,10,0,6,0,0,-1,N53,2071-01,1,1,360000,0.0,1,1,0,0,0,0,0
466,2611080,0:10,1,73,0,1,8,0,5,0,0,-1,N64,2044-11,1,1,200000,0.0,1,1,0,0,0,0,0
467,2611081,0:05,1,29,1,1,12,0,6,0,0,-1,N56,2069-08,1,1,850000,0.0,1,1,0,0,0,0,0
468,2611083,0:06,1,36,1,1,12,0,5,0,0,-1,N68,2070-08,1,1,200000,0.0,1,1,0,0,0,0,0
469,2611084,0:08,1,61,0,1,7,0,2,1,0,-1,N63,2077-04,1,0,200000,0.0,1,1,0,0,0,0,0
470,2611085,0:09,1,79,0,1,0,0,5,0,0,-1,N65,2016-11,1,1,400000,0.0,0,1,0,0,0,0,0
471,2611086,0:06,1,34,1,1,5,0,5,0,0,-1,N56,2060-09,5,1,800000,0.0,0,0,0,0,0,1,0
472,2611087,0:04,1,43,0,1,9,0,5,1,0,-1,0,-1,5,1,150000,0.0,1,0,0,0,0,1,0
473,2611088,0:05,1,45,0,1,9,0,5,0,N56,-1,0,-1,5,1,140000,0.0,1,0,0,0,0,1,0
474,2611089,0:03,1,42,1,1,0,0,6,0,0,-1,0,-1,5,1,50000,0.0,0,0,0,0,0,1,0
475,2611090,0:09,1,33,0,1,5,0,2,1,0,-1,0,-1,5,1,500000,0.0,0,0,0,0,0,1,0
476,2611091,0:04,1,45,0,1,8,0,5,0,0,-1,0,-1,5,1,90000,0.0,1,0,0,0,0,1,0
477,2611092,0:06,1,60,1,3,0,0,5,0,0,-1,0,-1,5,1,85000,0.0,0,0,0,0,0,1,0
478,2611093,0:03,1,27,1,1,9,0,6,0,0,-1,N78,2052-10,5,1,100000,0.0,1,0,0,0,0,1,0
479,2611094,0:07,1,53,1,1,0,0,5,0,0,-1,0,-1,5,1,400000,0.0,0,0,0,0,0,1,0
480,2611095,0:09,1,38,0,1,10,0,5,1,N56,-1,0,-1,5,1,70000,0.0,1,0,0,0,0,1,0
481,2611096,0:06,1,41,0,1,7,0,2,1,F974,2055,0,-1,5,1,600000,0.0,1,0,0,0,0,1,0
482,2611097,0:09,1,41,0,1,7,0,5,1,0,-1,0,-1,5,1,200000,0.0,1,0,0,0,0,1,0
483,2611098,0:07,1,31,1,1,6,0,5,0,0,-1,0,-1,5,1,400000,0.0,1,0,0,0,0,1,0
484,2611099,0:16,1,22,0,1,10,0,3,0,0,-1,0,-1,5,1,150000,0.0,1,0,0,0,0,1,0
485,2611100,0:05,1,33,0,1,10,0,2,1,0,-1,0,-1,5,1,500000,0.0,1,0,0,0,0,1,0
486,2611101,0:07,1,42,1,1,0,0,5,0,0,-1,N56,2048-11,5,1,180000,0.0,0,0,0,0,0,1,0
487,2611102,0:09,1,46,0,1,10,0,5,0,0,-1,0,-1,5,1,100000,0.0,1,0,0,0,0,1,0
488,2611103,0:06,1,22,1,1,11,0,6,0,0,-1,0,-1,5,1,250000,0.0,1,0,0,0,0,1,0
489,2611104,0:07,1,26,1,1,8,0,5,0,0,-1,N78,2069-12,3,0,600000,0.0,1,0,0,1,0,0,0
490,2611105,0:07,1,40,1,3,0,0,5,0,0,-1,N78,2045-08,3,1,250000,0.0,0,0,0,1,0,0,0
491,2611106,0:05,1,35,1,3,0,0,5,0,0,-1,N56,2060-10,3,0,14400,0.0,0,0,0,1,0,0,0
492,2611109,0:12,1,35,0,1,4,0,3,0,0,-1,0,-1,6,1,250000,0.0,0,0,0,0,0,0,1
493,2611110,0:05,1,28,1,1,4,0,5,0,0,-1,0,-1,3,1,200000,0.0,0,0,0,1,0,0,0
494,2611111,0:11,1,33,1,1,0,0,5,0,0,-1,N56,2064-03,3,1,350000,0.0,0,0,0,1,0,0,0
495,2611114,0:11,1,47,0,1,0,0,3,1,0,-1,N56,2074-03,6,1,170000,0.0,0,0,0,0,0,0,1
496,2611115,0:10,1,36,1,1,5,0,5,1,0,-1,0,-1,6,1,300000,0.0,0,0,0,0,0,0,1
497,2611117,0:09,1,44,1,1,0,0,5,1,0,-1,F091,2052,3,0,150000,0.0,0,0,0,1,0,0,0
498,2611118,0:04,1,56,1,1,0,0,5,1,0,-1,N56,2041-01,3,0,20000,0.0,0,0,0,1,0,0,0
499,2611119,0:24,1,73,0,1,0,0,5,1,0,-1,N62,2030-04,3,1,1500000,0.0,0,0,0,1,0,0,0
